2p02sljh,,WHO,Bridging the Gap Between UK Government Strategic Narratives and Public Opinion/Behavior: Lessons From COVID-19,10.3389/fcomm.2020.00071,,,cc-by,"In the UK, there exists an important ""action gap"" between Government advice on measures necessary to counter the threat of COVID-19, and the behavior of a significant minority of the population. There are several reasons for this disconnect, including lack of message potency (i.e., credibility and congruence), inflexible/habitual behavior patterns, prevailing beliefs (i.e., vulnerability to, and seriousness of COVID-19), and individuals valuing personal concerns above general public health. For official messages to be effective and advice adhered to, strong, coherent ""strategic narratives"" are required. This article, using a psychological perspective, critically examined prevailing COVID-19 UK Government announcements during the lockdown (23/03/2020) and initial easing phase (10/05/2020). Specifically, it focused on important communication inconsistencies, and identified factors that may facilitate and create barriers to the adoption of essential public health directives. This included deliberation of factors that enhanced source impact, diminished the influence of message content, and the negative consequences of contrary information. Accordingly, this article proposes a framework for providing a unifying strategic narrative on COVID-19, one that helps to maximize the impact of key messages and promote effective behavior change. This framework places an emphasis on engaging the full range of actors and considers ways of reducing the efficacy of false information. The article provides recommendations that will potentially improve the reception of government policy and suggests how strategic narratives can harness the drivers of behavioral change needed to meet challenges such as COVID-19.",2020,"Dagnall, N.; Drinkwater, K. G.; Denovan, A.; Walsh, R. S.",Frontiers in Communication,,#covidwho-1339477,,,,https://doi.org/10.3389/fcomm.2020.00071,221742824
q1gg7xc4,,WHO,A Year Into the Pandemic: A Passenger Perspective on its Impact at Paris-Charles de Gaulle Airport,10.1109/bigdata52589.2021.9671675,,,unk,"The COVID-19 pandemic has profoundly affected the air transportation system, its structure, its reliability, and its dynamics. Passengers have in turn significantly adapted their behavior. Through a case study at Paris-Charles de Gaulle airport, the present paper examines the new traffic network, the fact that delays remain high despite a drop in flight volume, the significant decrease in aircraft load factors and the change in passenger behavior at the airport. © 2021 IEEE.",2021,"Buire, C.; Scozzaro, G.; Marzuoli, A.; Feron, E.; Delahaye, D.","2021 IEEE International Conference on Big Data, Big Data 2021",,#covidwho-1730875,,,,https://doi.org/10.1109/bigdata52589.2021.9671675,245943518
5f43cve6,,WHO,Artificial Intelligence an Influential Review: Pandemic Scenario,10.1109/imcom53663.2022.9721753,,,unk,"Since the beginning of the 21st century the world had to face several outbreaks ofviral diseases like Chikungunya, Ebola, Nipah, H7H9 Bird flu, H1N1, SARS, MERS and above all the Coronavirus or SARS-CoV-2 which has brought the whole world to a standstill, as of now it as infected around 200 million people and has caused over 4 million deaths. The countries of USA, India, Brazil and Russia have been the most seriously affected countries of all. outbreak of Covid-19 a 'Public Health Emergency of International Concern' on 30th January 2020 and a 'pandemic' on 11th march 2020. Although the SARS-CoV-2 (Severe acute respiratory syndrome Coronavirus 2) or the Coronavirus has a very low fatality rate i.e. 2.9%, but the most problematic aspect of the Coronavirus is its unusually high infectivity rate. Such unique attributes of the virus called for more stringent and advanced methods of investigation, research and analysis and this is where Artificial Intelligence (AI) comes in;the scientific community strongly believe that AI and data science can be used to fight against the Coronavirus and can fill in the blanks still left by science. In current study of approach, we have emphasis the role of AI during the pandemic and implemented the study. Further, a trend analysis is conducted from year 2020 till 2021 to analyze the pattern for future forecasting. © 2022 IEEE.",2022,"Chauhan, R.; Sengupta, A.; Yafi, E.","16th International Conference on Ubiquitous Information Management and Communication, IMCOM 2022",,#covidwho-1788737,,,,https://doi.org/10.1109/imcom53663.2022.9721753,247174664
y3qaslm5,,WHO,Formation of the Organizational and Functional Model of Innovative Transformation of Transport and Logistics Systems,10.30525/2256-0742/2021-7-5-88-96,,,unk,"The subject of the study is the theoretical and methodological aspects of the formation of organizational and functional model of innovative transformation of transport and logistics systems. Methodology. General scientific methods used in the study, in particular: theoretical generalization;methods of positive and normative analysis, statistical analysis. The purpose of the study is to substantiate the formation of the organizational and functional model of innovative transformation of transport and logistics systems. Results. The article provides a basis for the formation of organizational and functional model of innovative transformation of transport and logistics systems. The substantive and critical characteristics of the development of transport and logistics systems are investigated. The main factors and motives for the functioning of warehouse logistics in Ukraine were revealed. The main factors and reasons for the development of warehouse logistics in Ukraine were revealed. It has been proved that the reasons and factors for the development of logistics in Ukraine change over the years, and this leads to the emergence of new types of logistics to meet all subjects of logistics services. It has been determined that the development of warehouse logistics is influenced by both permanent and temporary factors. Permanent factors include political, economic and consumer factors. It is proved that the pandemic coronavirus disease (COVID-19) had a significant impact of temporary factors on the development of warehouse logistics in modern conditions. The temporary and permanent reasons for the development of warehouse logistics in Ukraine have been identified. The principles of warehouse logistics are presented. Tasks and levels of warehouse logistics are defined. The basic principles of warehouse logistics are given. These include: consistency, coordination and integration, optimization, sustainability and adaptability, cost reduction, TQM, the use of modeling and automation. It is proved that these principles of warehouse logistics allow to provide timely and quality services for storage, processing and shipment of inventory, provide interconnection of the warehouse with the services of supply, storage, transportation and shipment of inventory. It is proved that the decisive role in the management of warehouse logistics belongs to planning. The main objectives of integrated logistics planning include: the distribution of work areas and equipment on them, minimizing costs, increasing the level of cargo handling and warehouse capacity, increasing throughput capacity. Organizational and functional model of innovative transformation of regional transport and logistics systems, which together will contribute to the intensification of innovative development, engineering and re-engineering of warehouses and transport and logistics entities in general and the construction of modern logistics centers that provide high quality services using the latest technology, was substantiated.",2021,"Irtyshcheva, I.; Voit, S.; Nosar, A.",Baltic Journal of Economic Studies,,#covidwho-1744394,,,,https://doi.org/10.30525/2256-0742/2021-7-5-88-96,247095662
us9ca8ux,,WHO,National Employment Plan in Bulgaria and Opportunities for Change as a Result of COVID-19,10.1007/978-981-16-0953-4_110,,,unk,"This publication analyses and explores the processes of the Bulgarian market currently taking place due to the emergency caused by the COVID-19 pandemic. This work attempts to systematically analyse the current national employment plan and its priorities, as well as to address the possibilities for change in a critical situation. It offers alternative options for action both in the direction of the current set of measures and for the financial resource restructure to provide these measures in the crisis. © 2021, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",2021,"Terziev, V.; Georgiev, M.; Solovev, D. B.","International Science and Technology Conference, FarEastSon 2020",,#covidwho-1340434,,,,https://doi.org/10.1007/978-981-16-0953-4_110,236714648
fc02uist,,WHO,Fast-Growing eCommerce and Omnichannel Concept Development: Empirical Evidence from Russian Retail,10.1007/978-3-030-93715-7_35,,,unk,"The omnichannel business model is becoming increasingly popular nowadays. The COVID-19 crisis has strongly influenced consumer behavior, with the role of e-commerce becoming ever more important. The “new normal” requires that retailers adapt quickly in order to, on the one hand, satisfy consumer needs in the most appropriate way and, on the other, maintain their competitive advantage in the market. This study aims to identify and analyze the omnichannel activities of retailers in order to provide a concept of the development of a short-term omnichannel business model under pressure of the crisis. The research found that the COVID-19 crisis has boosted the development of the omnichannel model in retail. The research suggests the following step-by-step measures for implementation of the omnichannel approach have been adopted: introduction and expansion of online shops and delivery services;immediate response to customers’ needs and purchase barriers;establishment of an automatization process inside the company;alignment of company strategies with omnichannel model development;further development of omnichannel strategy via collaboration mechanisms;and improvement of category management & consumer-oriented factors. The study provides retailers’ reflections on the new ways of operating, and suggests how the omnichannel development concept may be driven by external factors, as well as proposing opportunities for further research in the development of the omnichannel concept: detailed analysis of omnichannel strategies, or further steps in medium-term omnichannel development after the pandemic period. This research offers practical guidance to managers in retail companies, such as the step-by-step omnichannel business model implementation approach. © 2022, Springer Nature Switzerland AG.",2022,"Piskunova, O.","6th International Conference on Digital Transformation and Global Society, DTGS 2021",,#covidwho-1702323,,,,https://doi.org/10.1007/978-3-030-93715-7_35,246320384
dcrndf9f,,WHO,A Deep Learning Approach for Sentiment Analysis of COVID-19 Reviews,10.3390/app12083709,,,unk,"User-generated multi-media content, such as images, text, videos, and speech, has recently become more popular on social media sites as a means for people to share their ideas and opinions. One of the most popular social media sites for providing public sentiment towards events that occurred during the COVID-19 period is Twitter. This is because Twitter posts are short and constantly being generated. This paper presents a deep learning approach for sentiment analysis of Twitter data related to COVID-19 reviews. The proposed algorithm is based on an LSTM-RNN-based network and enhanced featured weighting by attention layers. This algorithm uses an enhanced feature transformation framework via the attention mechanism. A total of four class labels (sad, joy, fear, and anger) from publicly available Twitter data posted in the Kaggle database were used in this study. Based on the use of attention layers with the existing LSTM-RNN approach, the proposed deep learning approach significantly improved the performance metrics, with an increase of 20% in accuracy and 10% to 12% in precision but only 12–13% in recall as compared with the current approaches. Out of a total of 179,108 COVID-19-related tweets, tweets with positive, neutral, and negative sentiments were found to account for 45%, 30%, and 25%, respectively. This shows that the proposed deep learning approach is efficient and practical and can be easily implemented for sentiment classification of COVID-19 reviews.",2022,"Singh, Chetanpal Imam Tasadduq Wibowo Santoso Grandhi Srimannarayana",Applied Sciences,,#covidwho-1785496,,,,https://doi.org/10.3390/app12083709,248035370
9ffq1g1j,,WHO,"Knowledge Management Model on Islamic Integrated STEM Learning Management: Case Study: Darussalam School, Ra-ngae District, Narathiwat Province",10.1109/sea-stem53614.2021.9667954,,,unk,"This research is experimental research that aims to study the result of using the approach of the Knowledge Management Model of the STEM Master Teachers to develop and design the Islamic integrated STEM Learning Management Plan. The target group used in this research is the STEM Master Teachers of Darussalam School, Ra-ngae District, Narathiwat Province. The research process is divided into 3 sub-steps:1) Before applying the Model which was to educate the STEM Master Teachers in order to make an understanding about the Knowledge Management Model and develop the Knowledge Management Action Plan. 2) During applying the Model which the STEM Master Teachers implemented the Knowledge Management Action Plan to design the Islamic integrated STEM Learning Management Plan. 3) After applying the Model which was to evaluate the quality of the Islamic integrated STEM Learning Management plan. Moreover, the tools used to conduct the research were the Assessment Form of the Knowledge Management Action Plan and the Assessment Form of the Islamic integrated STEM Learning Management Plan of the STEM Master Teachers. The data were analyzed by using Arithmetic Mean and Standard Deviation, then compared with the assessment criteria. The results are shown as the following: 1)The quality of the Knowledge Management Action Plan to promote the Islamic Integrated STEM Learning Management is at a very good level. 2)The quality of the Islamic integrated STEM Learning Management Plan under the title of 'The COVID Labour-Saving Machine Built Based on Islamic Principle' of the STEM Master Teachers of Darussalam School, Ra-ngae District, Narathiwat Province as overall and individual aspects-Learning Analysis, Learning Design, and Learning Assessment-is at a very good level. © 2021 IEEE.",2021,"Boto, N. E.; Portjanatanti, N.; Kaosaiyaporn, O.; Rorbkorb, N.","2nd SEA-STEM International Conference, SEA-STEM 2021",,#covidwho-1708461,,,,https://doi.org/10.1109/sea-stem53614.2021.9667954,245859602
uigdot1a,,WHO,Aplikasi pedulilindungi mitigasi bencana COVID-19 di Indonesia,10.32509/pustakom.v4i1.1321,,,unk,"In addition to adequate information about the potential for the COVID-19 disaster that has hit the world especially Indonesia mistakes in communicating information can cause uncertainty that worsens the situation. This study aims to analyze the disaster analysis model in the protected care application created by the government as a form of disaster mitigation in this country. This study uses a qualitative descriptive method. The object of the research is the disaster communication model in the Peduli lindungi application launched by KOMINFO. The subjects of this research are parties involved in making the idea of a protected application namely the head of the Public Relations Bureau of KOMINFO Mr. Ferdinandu Setu and also the users of the application. Methods of data collection using in-depth interviews and observations. as a result, KOMINFO conducts disaster response with a disaster communication model which includes among others information communication coordination disaster mitigation and the media. media involvement ensures messages and information conveyed are accurate fast and precise targeting the use of social media in Indonesia to the fifth largest in the world, but the result is that many Indonesians are reluctant to use the application because it is not effective.",2021,"Putri Citra, Eka Hamzah Radja Erland",Jurnal Pustaka Komunikasi,,#covidwho-1754902,,,,https://doi.org/10.32509/pustakom.v4i1.1321,233597660
j42v1a5b,,WHO,Post-COVID-19 Scenarios of Global Airline Traffic until 2040 That Reflect Airport Capacity Constraints and Mitigation Strategies,10.3390/aerospace8100300,,,unk,"Although there has been an unprecedented decline in traffic volume due to the COVID-19 crisis, robust growth in global demand for air transport services in the past means that air traffic is expected to recover in the long term. While capacity constraints are currently not a major topic at airports due to the extremely low levels of traffic, there is growing evidence to suggest that important nodes of the worldwide airport network will struggle to deal with capacity constraints after the recovery. The objectives of this research were therefore as follows: to elaborate long-term global passenger and flight volume scenarios in a post-COVID-19 world;to conduct an empirical and model-based analysis of the impact of limited airport capacity on the future development of air traffic in these scenarios;and to derive general strategies for mitigating capacity constraints at certain international airports. Thus, the main aim of this paper is to present a model-based scenario analysis of the long-term impact of the COVID-19 crisis on the capacity situation for airports. Our results indicate that once the pandemic is over, the capacity crunch will remain on the airports’ agenda for some time.",2021,"Gelhausen, Marc Christopher Berster Peter Wilken Dieter",Aerospace,,#covidwho-1470778,,,,https://doi.org/10.3390/aerospace8100300,244608800
ybeyszfh,,WHO,Women in the informal sector amid COVID-19: implications for household peace and economic stability in urban Zimbabwe,10.1080/23748834.2021.2019967,,,unk,,2022,"Zhanda, Kelvin Garutsa Natalie Dzvimbo Munyaradzi A.; Mawonde, Albert",Cities & Health,,#covidwho-1672044,,,,https://doi.org/10.1080/23748834.2021.2019967,246746768
yebrkimn,,WHO,"The Poverty of Bioethics: Disability, Medical Austerity, and Traumatic Care",10.2139/ssrn.3608583,,,unk,"Amidst crisis-level shortages of medical resources across the board, frontline hospital workers (doctors and nurses) are being forced to make routine decisions over who lives and who dies. Hospitals normally employ professional bioethics standards to help alleviate the burden of such impossible moral decisions from healthcare staff. This essay looks at how three mainstream bioethics theories (utilitarianism, deontology, Rawlsianism) systematically fail frontline hospital workers who are responsible for rationing medical triage during the COVID-19 pandemic. Taking the pandemic response in New York City hospitals as an example, it then argues that the failures of these theories compounds the sense of “unavoidable moral failure” that additionally burdens these workers with psychological trauma. I conclude that the bioethics protocols employed in most major hospitals function alongside neoliberal governmentality, as an extension of what feminist bioethicist Shelley Tremain calls the “apparatus of disability.” Importantly, for Tremain, the apparatus of disability both produces disability (as a social category) and naturalizes impairment (by equating difference with disadvantage). Both sides of this coin can be observed in the crisis at New York City hospitals.",2020,"Gavin, Anthony James",,,#ppcovidwho-310969,,,,https://doi.org/10.2139/ssrn.3608583,242402036
mephc7ur,,WHO,Will We Fly Again? Modeling Air Travel Demand in light of COVID-19 through a London Case Study,10.1177/03611981211025287,,,unk,"The COVID-19 pandemic and associated travel restrictions have created an unprecedented challenge for the air transport industry, which before the pandemic was facing almost the exact opposite set of problems. Instead of the growing demand and need for capacity expansion warring against environmental concerns, the sector is now facing a slump in demand and the continuing uncertainty about the impacts of the pandemic on people?s willingness to fly. To shed light on consumer attitudes toward air travel during and post the pandemic, this study presents an analysis that draws on recently collected survey data (April?July 2020), including both revealed and stated preference components, of 388 respondents who traveled from one of the six London, U.K., airports in 2019. Several travel scenarios considering the circumstances and attitudes related to COVID-19 are explored. The data is analyzed using a hybrid choice model to integrate latent constructs related to attitudinal characteristics. The analysis confirms the impact of consumers? health concerns on their willingness to travel, as a function of travel characteristics, that is, cost and number of transfers. It also provides insights into preference heterogeneity as a function of sociodemographic characteristics. However, no significant effects are observed concerning perceptions of safety arising from wearing a mask, or concerns over the necessity to quarantine. Results also suggest that some respondents may perceive virtual substitutes for business travel, for example video calls and similar software, as only a temporary measure, and seek to return to traveling as soon as it is possible to do so safely.",2021,"Manca, Francesco Sivakumar Aruna Pawlak Jacek Brodzinski Norbert J.",Transportation Research Record,,#covidwho-1314214,,,,https://doi.org/10.1177/03611981211025287,237855830
378el335,,WHO,Practicality of job analysis in today’s world of work,10.1017/iop.2021.128,,,unk,"[...]those judges will interpret job descriptions that are often written by employers to serve employees who might be doing a variety of things listed that are not always a part of every employees’ role in that defined job’s requirements.1 Job content is much more important today than a job’s listed requirements, as content addresses what you actually do rather than what you could be called to do.2 Additionally, wage discrimination lawsuits are typically far less likely to be successful than the average tort claim.3 Roughly 50% of tort cases are successful, whereas cases filed with the EEOC that have illustrated a finding of wage discrimination have hovered only between 4.5% and 7.5% percent over the past 10 years, despite a steady pace of filed cases.4 The majority of these “successful” cases will result in consent decrees, or legal settlements that typically are not published legal precedent that can be relied upon for future filings. (2021) also suggest that organizations can use existing inventories such as the Position Analysis Questionnaire, the Job Element Inventory, and O*NET GWAs for use in determining generalized work activities, as they may be more cost effective than the in-house development of tasks, these tools also rely on subject-matter-expert ratings. [...]the potential for bias and use of stereotypical heuristics when making decisions are not the only issues with respect to the use of job analysis in the context of job classification. (2021) suggest that although job duties may remain the same, the nature of how the job is done will vary (e.g., task interdependence, task frequency, communication, etc.) perhaps more frequently than with other nonremote work. [...]although job duties appear equivalent, the nature of the job has become more dynamic making job analysis a less amenable choice. [...]we call for a rethinking of the focal article contribution in this area relative to such work arrangements.",2022,"Keeler, Justin B.; Brock Baskin, Meagan E.; Lambert, Abbie Clinton M. Suzanne Jennifer Barger Johnson",Industrial and Organizational Psychology,,#covidwho-1764089,,,,https://doi.org/10.1017/iop.2021.128,247765478
bwteambr,,WHO,In silico study of sars-cov-2 vaccine candidate: Spike glycoprotein,10.37506/ijfmt.v15i2.14732,,,unk,"This study aimed to perform the analysis of toxicity prediction, allergenicity prediction, and in silico cloning of peptides originated from SARS-CoV-2 spike glycoprotein in the previous study. Allergenicity prediction employed AllerPred to predict the non-allergen peptides and toxicity prediction performed using ToxinPred. Then, this study designed the in silico cloning of SARS-CoV-2 spike glycoprotein with pET-28a(+) using SnapGene software. Therefore, this study successfully constructed the SARS-CoV-2 vaccine candidate via in silico method. Therefore, these data could be used to design a peptide-based vaccine against SARS-CoV-2. However, the advanced study is recommended confirmation, such as in vitro and in vivo study.",2021,"Ansori, A. N. M.",Indian Journal of Forensic Medicine and Toxicology,,#covidwho-1289445,,,,https://doi.org/10.37506/ijfmt.v15i2.14732,238025930
br8qw654,,WHO,Clinical course and progression of severe and critically ill patients with corona virus disease 2019,10.21203/rs.3.rs-17043/v1,,,cc-by,"Background: ：The emergence of Corona Virus Disease 2019 (COVID-19) in Wuhan, China at the end of 2019 is a major public health issue, causing to a large global outbreak. However, the information regarding the clinical characteristic and progression of severe and critically ill patients with COVID-19 is scarce. Methods: We conducted a single-center, retrospective, observational study and enrolled 126 severe and critically ill adult patients who were admitted to the intensive care unit (ICU) of Tongji hospital, between Feb 1 and Feb 20, 2020. Results: Of 126 patients, 85 patients with the positive of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) were included. The mean age of 85 patients was 68.3 (SD 10.5) years. More than half were men, 55 (62.4%) had chronic illness. 57 (66.3%) patients had died before Feb 28, 2020. the median duration from onset of illness to death, hospitalization to death and ICU admission to death were 22 (17.0-26.0) days, 9.0 (6.0-13.0) days and 5.0 (2.0-6.0) days, respectively. Compared with survivors, non-survivors were more likely old (69.6 [SD 10.22] vs 65.6 [10.9]). Furthermore, the non-survivors had higher white blood cell (WBC) and neutrophil count, neutrophil percentage, high-sensitive C-reactive protein (hs-CRP) and lower lymphocyte and platelet count, lymphocyte percentage and albumin. Notably, arbidol may improve the survival of severe and critically ill patients. Conclusions: Our study reveals the non-survivors had worse blood routine and other clinical monitors. Additionally, arbidol may play useful role in the survival of severe and critically ill patients, which needs further validation.",2020,"Ding, Dan Chen Xueying Zhang Lei Zhou Min Xu Yongjian Zhao Jianping Zhou Ying Wang Yi",,,#ppcovidwho-309524,,,,https://doi.org/10.21203/rs.3.rs-17043/v1,241467242
tse7dv5j,,WHO,Software Development in Disruptive Times,10.1145/3453932,,,unk,"The recent pandemic has brought challenges rarely seen before. It has made evident a world that is strongly globalized, capable, and characterized by a high interdependence of resources and means, but that is also fragile and has a high potential for contamination--not only in the physical sense but also concerning information, ideas, processes, and other aspects. Given the novelty of the situation, one may be tempted to think this is a unique situation that will soon be overcome, returning eventually to the (apparent) stability that existed previously. However, the reality indicates this view is, at best, illusory and that people live in an age in which societal fragilities and instabilities will be increasingly evident (optimistically, awareness of them will also become more acute). In other words, crises have always been part of human evolution, and they must be seen as inevitable and recurring realities that need quick and effective responses. The key is to be prepared for them and act accordingly.",2021,"Varajão, João",Association for Computing Machinery. Communications of the ACM,,#covidwho-1463043,,,,https://doi.org/10.1145/3453932,237596900
j0uaugcw,,WHO,Process-related impurities in the ChAdOx1 nCov-19 vaccine,10.21203/rs.3.rs-477964/v1,,,unk,"Sinus venous thrombosis has been linked to immunization with the ChAdOx1 nCov-19 vaccine. The initial trigger for this serious adverse event has not been determined. We analyzed the ChAdOx1 nCov-19 vaccine by biochemical and proteomic methods. We found that the vaccine, in addition to the adenovirus vector, contains substantial amounts of both human and non-structural viral proteins. Among the human proteins, heat-shock proteins and cytoskeletal proteins were particularly abundant. The often-observed strong clinical reaction one or two days after vaccination is likely associated with the detected protein impurities. A linkage to later immune-related adverse events is also conceivable. The here reported identification of specific classes of protein impurities should guide and accelerate efforts to increase the purity of the vaccine and increase its safety and efficacy.",2021,"Krutzke, Lea Roesler Reinhild Wiese Sebastian Kochanek Stefan",,,#ppcovidwho-314570,,,,https://doi.org/10.21203/rs.3.rs-477964/v1,235344020
gp9zgad1,,WHO,Analisis aksi spiritual tanggap COVID-19 selama PPKM di Pondok Pesantren Al-Jihad Surabaya,10.15408/sjsbs.v8i5.22377,,,unk,"Since the COVID-19 pandemic at the end of 2019 in China, the entire life order of the world's people has changed drastically. Along with the increasing number of patients exposed to COVID-19 and the number of patients who died and the enactment of the Policy for the Enforcement of Community Activity Restrictions on the island of Java-Bali in accordance with the Instruction of the Minister of Home Affairs Number 01-04 of 2021, it turned out to be increasing anxiety and health problems. mentality for society. Based on these conditions, it is very necessary to have various aspects of treatment ranging from prevention, recovery, and also overcoming the emergence of anxiety disorders. The importance of Islamic boarding schools as Islamic educational institutions in these conditions will be a fortress of faith and immunity in the face of COVID-19. The spiritual action analyzed was the practice of remembrance of the COVID-19 rejection certificate from KH. The practice of this remembrance indirectly has a considerable influence on the physical condition of the congregation who follows the practice of remembrance. The panic experienced by the public regarding the increasing mortality rate during the PPKM period can be quelled by the peace of mind that results from the practice of this remembrance. Therefore, the mental and physical health of the community will be maintained without ignoring the health protocols determined by the government. Keywords: Spiritual action;PPKM;Physical and Mental Health Sejak pandemi COVID-19 muncul pada akhir tahun 2019 di China, seluruh tatanan kehidupan masyarakat dunia berubah drastis. Seiring dengan meningkatnya jumlah pasien terpapar COVID-19 dan jumlah pasien yang meninggal serta diberlakukannya Kebijakan Pemberlakuan Pembatasan Aktivitas Masyarakat di Pulau Jawa-Bali sesuai Instruksi Menteri Dalam Negeri. Nomor 01-04 Tahun 2021 ternyata meningkatkan kecemasan dan masalah kesehatan serta mental bagi masyarakat. Berdasarkan kondisi tersebut maka sangat diperlukan berbagai aspek penanganan mulai dari pencegahan, penyembuhan, pemulihan, dan juga mengatasi munculnya gangguan kecemasan. Pentingnya Pondok Pesantren sebagai lembaga pendidikan Islam dalam kondisi seperti ini akan menjadi benteng iman dan imun dalam menghadapi COVID-19. Tindakan spiritual yang dianalisis adalah amalan zikir surat keterangan penolakan COVID-19 dari KH. Amalan zikir ini secara tidak langsung memiliki pengaruh yang cukup besar terhadap kondisi fisik jemaah yang mengikuti amalan zikir. Kepanikan yang dialami masyarakat terkait meningkatnya angka kematian selama periode PPKM dapat diredam dengan ketenangan jiwa yang dihasilkan dari pengamalan zikir ini. Dengan demikian, kesehatan mental dan fisik santri maupun masyarakat akan tetap terjaga tanpa mengabaikan protokol kesehatan yang telah ditetapkan pemerintah. Kata Kunci: Aksi Spiritual;PPKM;Kesehatan Fisik dan Mental",2021,"Ghufron, Muhammad Rahman Ahmad Rizkiansah Robbi Mochammad Asep Sari Novita Mulya",SALAM: Jurnal Sosial dan Budaya Syar-i,,#covidwho-1644999,,,,https://doi.org/10.15408/sjsbs.v8i5.22377,240554372
lixjxt9m,,WHO,"Division, discord, and democracy: A forum on the 2020 U.S. Presidential campaign",10.1080/00335630.2021.1984432,,,unk,"This forum examines the rhetoric of the 2020 U.S. presidential contest, assessing the health of U.S. democracy in the wake of the vicissitudes of the Trump era. The election of Joseph R. Biden, Jr. and the defeat of Donald Trump amidst a global pandemic and following a summer of racial reckoning after the high-profile police killing of George Floyd, among others, created a divisive campaign environment that, as in 2016, included attacks against women, immigrants, and people of color. The essays illustrate the resilience of racist, sexist, and xenophobic rhetoric in political culture—even during a campaign cycle that resulted in progressive change. The authors' reflections reveal how even when we try to disrupt these rhetorical currents in our politics, they persist: in the dismantling of presidential rhetorical norms;in how we understand democracy;in the selection of vice presidential running mates;and in rhetorical responses to disasters like the COVID-19 pandemic. [ABSTRACT FROM AUTHOR] Copyright of Quarterly Journal of Speech is the property of Taylor & Francis Ltd and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",2021,"Martin, Stephanie A.",Quarterly Journal of Speech,,#covidwho-1493363,,,,https://doi.org/10.1080/00335630.2021.1984432,240290150
2rptfvwg,ea4a9d56609d16ac46d5694b8c9da4c5235f2b5d,BioRxiv,OptoAssay – Light-controlled Dynamic Bioassay Using Optogenetic Switches,10.1101/2021.11.06.467572,,,biorxiv,"Circumventing the limitations of current bioassays, we introduce the first light-controlled assay, the OptoAssay, towards wash- and pump-free point-of-care diagnostics. Extending the capabilities of standard bioassays with light-dependent and reversible interaction of optogenetic switches, OptoAssays enable a bi-directional movement of assay components, only by changing the wavelength of light. Combined with smartphones, OptoAssays obviate the need for external flow control systems like pumps or valves and signal readout devices.",2021-11-08,"Urban, Nadine; Hörner, Maximillian; Weber, Wilfried; Dincer, Can",bioRxiv,,,,document_parses/pdf_json/ea4a9d56609d16ac46d5694b8c9da4c5235f2b5d.json,,https://doi.org/10.1101/2021.11.06.467572,243897026
w2dhdgi8,,WHO,Effect of early oseltamivir on COVID-19-suspected outpatients without hypoxia,10.21203/rs.3.rs-33046/v1,,,cc-by,"Background: Since December 2019, COVID-19 (corona virus disease 2019) outbreaks has occurred in China and many countries around the world. We evaluate the effectiveness of oseltamivir on COVID-19-suspected outpatients without hypoxia. Methods We studied 13 COVID-19-suspected medical staffs and their cohabitation families without hypoxia, who came to our adult fever clinic from March to May 2020. All patients received antiviral therapy (oseltamivir) and antibacterial therapy together. Results Most of the infected patients were female (8 [62%]);less than half had diabetes (one [8%]) and hypertension (three [23%]). Median age was 45 years (IQR 26–53). Oseltamivir administration made the temperature fall within 24 hours in part (8 [62%]). Clinical data were compared between patients receiving early treatment (ET) with oseltamivir, initiated within 24 hours, and patients administered late treatment (LT), initiated after this time point. Duration of fever was shorter in the ET group than in the LT group (33 ± 24 versus 94 ± 38 hours;p < 0.01). The time from fever onset to treatment initiation correlated with duration of fever (r = 0.74;p < 0.01) and the time from peak to decline (r = 0.55;p < 0.05). Conclusions Our findings suggest that early oseltamivir administration may lower the duration of fever in COVID-19-suspected outpatients without hypoxia when it is used in combination with antibacterial therapy.",2020,"Chiba, Satoru",,,#ppcovidwho-308389,,,,https://doi.org/10.21203/rs.3.rs-33046/v1,230700668
e189ninn,,WHO,Modeling of spreading of the novel coronavirus based in the stochastic dynamic,10.21203/rs.3.rs-37825/v1,,,cc-by,"In this paper, one proposes a stochastic model based on Itô diffusion as mathematical model for time evolution of novel cases N(t) of the SARS-CoV-2 (COVID-19) in each day t. I propose a correspondent stochastic differential equation (SDE) analogous to classical differential equation for epidemic growing for some diseases as smallpox and typhoid fever. Furthermore, we made an analysis using the Fokker-Planck equation giving an estimating of the novel cases in the day t as the mean half-width of the distribution P ( N , t ) of novel cases. My results display that the model based on Itô diffusion fits well to the results supported by healthy Brazilian agencies due to large uncertainly in the official data generated by the low number of tests realized generating so a strong randomness in the official data.",2020,"Lima, Leonardo",,,#ppcovidwho-315474,,,,https://doi.org/10.21203/rs.3.rs-37825/v1,234730148
